id,sent0,sent1,label
238,يطير ال+ كلب ثلاث مر +ات في ال+ يوم .,ال+ كلب يمشي ثلاث مر +ات في ال+ يوم .,0
239,تحتاج إلى شراء تذكر +ة ل+ دخول ال+ سينما,تحتاج إلى جواز سفر +ك ل+ دخول ال+ سينما,1
240,لم يكن يريد ال+ مغادر +ة من داخل صندوق ال+ بريد ال+ خاص ب+ +ه .,لم يكن يريد ال+ مغادر +ة من داخل منزل +ه .,0
241,فتح ال+ باب ب+ حذاء .,فتح ال+ باب ب+ مفتاح .,0
242,اصطحب كلب +ه إلى مصفف ال+ شعر ل+ إجراء فحص طبي .,أخذ كلب +ه إلى ال+ طبيب ال+ بيطري ل+ إجراء فحص طبي .,0
243,من ال+ أشياء التي تفعل +ها عند ال+ استيقاظ هو تنظيف أسنان +ك,أحد ال+ أشياء التي تفعل +ها عندما تستيقظ هي أن تقول ليل +ة سعيد +ة,1
244,كان ال+ أطفال سعداء ب+ رؤي +ة ال+ مهرج,كان ال+ أطفال سعداء ب+ رؤي +ة ال+ وحش,1
245,نحت لحم ال+ خنزير ب+ سكين .,نحت لحم ال+ خنزير ب+ ملعق +ة .,1
246,أخذ كلب +ه إلى ال+ طبيب ال+ بيطري ل+ أخذ لقاح +ات +ه,أخذ كلب +ه إلى صال +ة ال+ ألعاب ال+ رياضي +ة ل+ أخذ لقاح +ات +ه,1
247,في ال+ صباح عندما أستيقظ ، أتناول ال+ إفطار .,في ال+ صباح عندما أستيقظ ، أتناول ال+ عشاء .,1
248,ال+ بطاطس هي جمع ال+ بطاطا,ال+ بطاطا هي جمع ال+ بطاطا,0
249,لقد وجد +ت مفكر +ة على طاول +ة .,لقد وجد +ت صابون +ا على طاول +ة .,1
250,شيء قد تفعل +ه أثناء قياد +ة سيار +ت +ك يتم دفع +ه على ال+ فرامل,شيء قد تفعل +ه أثناء قياد +ة سيار +ت +ك هو ال+ تحليق ب+ ال+ طائر +ة,1
251,ذهب ال+ ناس إلى ال+ مطعم ل+ ال+ صلا +ة,ذهب ال+ ناس إلى ال+ كنيس +ة ل+ ال+ صلا +ة,0
252,اتصل ب+ ال+ شرط +ة ل+ ال+ شكوى من ال+ سارق,و+ دعا ال+ مصرفي ل+ ال+ شكوى من ال+ سرق +ة,1
253,ستائر تسمح ب+ دخول مزيد من ال+ ضوء إلى ال+ غرف +ة .,ستائر تمنع ال+ ضوء من دخول ال+ غرف +ة .,0
254,أرسل رسال +ة نصي +ة في صندوق ال+ غداء,أرسل رسال +ة نصي +ة من خلال ال+ هاتف ال+ محمول,0
255,ال+ كرسي ب+ ذراع +ين هو ال+ مكان الذي يجلس في +ه ال+ ناس و+ يستريحون,ال+ موقد حيث يجلس ال+ ناس و+ ال+ استرخاء,1
256,حكم علي +ه ب+ ال+ إعدام في محاكم +ة .,حكم ال+ متهم على هيئ +ة ال+ محلف +ين ب+ ال+ إعدام .,1
257,يشرب ال+ بنزين كل صباح,يشرب ال+ شاي كل صباح,0
258,قرأ جيمس ال+ صفح +ة ال+ أخير +ة من ال+ كتاب و+ أعاد +ها إلى رف ال+ كتب .,قرأ جيمس ال+ صفح +ة ال+ أخير +ة من ال+ كتاب و+ شرع في تناول +ه .,1
259,قاد +ت سيار +ت +ها حول ال+ سوبر مارك +ت ل+ جمع ال+ أغراض ال+ بقال +ة,دفع +ت عرب +ت +ها حول ال+ سوبر مارك +ت ل+ جمع ال+ أغراض من ال+ بقال +ة,0
260,يمكن +ك مشاهد +ة ال+ صور في ال+ متحف,يمكن +ك شراء صور في متحف,1
261,حزم ملابس +ه ب+ قلم,حزم ملابس +ه في حقيب +ة,0
262,وضع +ت حذائ +ها على قدم +ي +ها,وضع +ت قميص +ها على قدم +ي +ها,1
263,اشترى طبق ل+ طهي ال+ طعام,اشترى ال+ دجاج ل+ طهي ال+ طعام,0
264,أريد أن ألعب كر +ة ال+ قدم على غيتاري,أريد أن ألعب كر +ة ال+ قدم على جهاز إكس بوكس,0
265,قام ال+ طالب ب+ نسخ ملاحظ +ات أساتذ +ت +ه .,طالب ال+ طالب مذكر +ات أساتذ +ت +ه .,1
266,تستخدم ال+ هواتف ال+ محمول +ة في ال+ تنظيف,ال+ هواتف ال+ محمول +ة سهل +ة ال+ حمل,0
267,يتم استخدام ال+ سرير ل+ ال+ نوم,يتم استخدام ال+ سرير ل+ مشاهد +ة ال+ تلفزيون,1
268,شرب صديق +ي ال+ عصير في كأس .,شرب صديق +ي ال+ رمال في كوب .,1
269,لقد وضع +ت فطير +ة في ال+ فرن .,وضع +ت فطير +ة في حوض ال+ استحمام .,1
270,كان +ت تأكل ال+ حذاء,كان +ت تأكل ال+ شوكلات +ة,0
271,دخل +ت إلى حوض ال+ استحمام ل+ ال+ نوم .,نم +ت في ال+ فراش ل+ ال+ نوم .,0
272,وضع +ت بيتزا في ال+ فرن .,لقد وضع +ت غوريلا في ال+ فرن .,1
273,يتم استخدام ال+ مظل +ة خلال يوم ممطر .,يستخدم واقي ال+ شمس خلال يوم ممطر .,1
274,يمكن +نا طهي ال+ طعام في ال+ مطبخ,يمكن +نا ال+ استحمام في ال+ مطبخ,1
275,ال+ طعام ال+ مخبوز ل+ فتر +ة أطول من ال+ موصى ب+ +ه يمكن أن يحرق,ال+ أطعم +ة ال+ مبرد +ة ل+ فتر +ة أطول من ال+ موصى ب+ +ها يمكن أن تحترق,1
276,قاد جيم إلى ال+ مركز ال+ تجاري,قاد ال+ مركز ال+ تجاري إلى جيم,1
277,قام +ت ب+ تسخين ال+ ماء ل+ صنع ال+ شاي .,قام +ت ب+ تسخين ال+ ماء ل+ صنع ال+ آيس كريم .,1
278,ال+ سيف هو سلاح,دمي +ة هو سلاح,1
279,ال+ كوكب ل+ +ه شكل مربع,كوكب ل+ +ه شكل كروي,0
280,وضع ال+ ديك ال+ رومي ال+ مجمد في ال+ فريزر .,وضع قط +ة في ال+ فريزر .,1
281,ال+ عشب أخضر,ال+ عشب برتقال +ي,1
282,معظم ال+ نبات +ات ل+ +ها أوراق خضراء .,يمكن أن يكون ل+ ال+ نبات جاموس ل+ تناول ال+ عشاء .,1
283,أعطى ال+ طبيب ال+ لقاح عن طريق ال+ حقن,أعطى ال+ طبيب ال+ لقاح من خلال سماع +ة ال+ طبيب,1
284,بيتي مثل +ي ال+ جنس .,بيتي هو ال+ أبيض .,0
285,يمكن +ك شراء ال+ سجائر في زجاج +ات,يمكن +ك شراء ال+ بير +ة في زجاج +ات,0
286,تناول ال+ كثير من ال+ طعام يجعل +ك سمي +نا,تناول ال+ كثير من ال+ طعام يجعل +ك طويل ال+ قام +ة,1
287,ال+ صف +ات هي جزء من ال+ كلام,ال+ صف +ات هي جزء من ال+ بيتزا,1
288,تمطر في بعض ال+ أحيان و+ هو أمر مروع ل+ ال+ أشجار و+ ال+ عشب .,تمطر في بعض ال+ أحيان و+ هو أمر جيد ل+ ال+ أشجار و+ ال+ عشب .,0
289,إذا مات +ت س+ تشتري منزل +ا جديد +ا .,إذا مات +ت ف+ لن تشتري أي شيء بعد الآن .,0
290,قفز ال+ كلب فوق ال+ سجل .,قفز ال+ سجل فوق كلب .,1
291,عمل +ت على ال+ سؤال على ال+ آل +ة ال+ حاسب +ة,حلل +ت ال+ إجاب +ة على ال+ آل +ة ال+ حاسب +ة,0
292,قام +ت ب+ تعليق مصعد على ال+ حائط .,علق +ت إطار صور +ة على ال+ حائط .,0
293,تؤثر اضطراب +ات ال+ قلق على حوالي 10 ٪ من ال+ ناس في وقت واحد .,10 ٪ من ال+ أشخاص ال+ مضطرب +ين قلق +ون من أي شيء طوال ال+ وقت .,1
294,ال+ قوارب تبحر على ال+ ماء .,ال+ قوارب تبحر على ال+ رمال .,1
295,ال+ لصوص هم أهل ال+ خير,ال+ أطباء هم أهل ال+ خير,0
296,ارتدي +ت ربط +ة عنق سوداء ل+ ال+ جناز +ة,ارتدي +ت ربط +ة قوس قزح في ال+ جناز +ة,1
297,وبخ ال+ طلاب ال+ معلم,وبخ ال+ معلم ال+ طلاب,0
298,قام +وا ب+ تشغيل ال+ موقد ل+ مشاهد +ة برنامج +هم ال+ مفضل,قام +وا ب+ تشغيل ال+ تلفزيون ل+ مشاهد +ة برنامج +هم ال+ مفضل,0
299,أبقى ال+ آيس كريم في ال+ فرن,احتفظ ب+ ال+ آيس كريم في ال+ مجمد,0
300,كان +ت تحمر ال+ مكسر +ات في مقلا +ة ساخن +ة,كان +ت تقلى ال+ مكسر +ات في ال+ مجمد,1
301,تعلم لغ +ة أمر سهل,تعلم كيفي +ة ركوب ال+ دراج +ات سهل,0
302,وضع +ت ميشيل جهاز تلفزيون في ال+ جزء ال+ خلفي من سيار +ت +ها .,وضع +ت ميشيل أريك +ة في مؤخر +ة سيار +ت +ها,1
303,س+ تجد صخر +ة في ال+ جبل,س+ تجد سمك +ة قرش في جبل,1
304,عبر +ت عبار +ة ال+ نهر على ال+ سيار +ة .,عبر +ت ال+ سيار +ة عبر عبار +ة ال+ نهر .,0
305,لقد جعل ال+ مطر قميص +ي مبلل +ا .,جعل +ت ال+ شمس قميص +ي مبلل +ا .,1
306,كان +ت تسبح ب+ زيت ساخن .,كان +ت تسبح في ال+ ماء ال+ ساخن .,0
307,تحب بيلا ال+ رقص في قاع +ة رقص في سيار +ت +ها ال+ وردي +ة .,تحب بيلا ال+ رقص في قاع +ة رقص ب+ فستان +ها ال+ وردي,0
308,عاد +ة ما يستخدم ال+ بيض ك+ كر +ة كريكيت,يستخدم ال+ بيض عاد +ة ل+ تناول ال+ طعام,0
309,شيء واحد ستر +ا +ه في متجر تغيير ال+ إطار +ات هو ال+ ضاغط,شيء واحد ستر +ا +ه في متجر تغيير ال+ إطار +ات هو صانع ال+ عصير,1
310,ال+ مظل +ات وسيل +ة جيد +ة ل+ ال+ تواصل,ال+ هواتف ال+ محمول +ة هي وسيل +ة جيد +ة ل+ ال+ اتصال,0
311,ال+ معاطف ال+ شتوي +ة مفيد +ة في درج +ات ال+ حرار +ة ال+ بارد +ة .,ال+ معاطف ال+ شتوي +ة مفيد +ة في ال+ صيف .,1
312,هو أكل تفاح +ة,هو أكل هاتف محمول,1
313,أقلام ال+ رصاص تحتوي على قلب ال+ شوكولات +ة,أقلام ال+ رصاص تحتوي على نوا +ة ال+ جرافيت,0
314,قطع ال+ جبن ب+ سكين,قطع ال+ جبن ب+ ال+ فأس,1
315,أخذ عائل +ت +ه إلى ال+ مطعم ل+ تناول ال+ عشاء,أخذ عائل +ت +ه إلى مطعم ل+ مشاهد +ة ل+ فيلم,1
316,يلعب ال+ لاعب +ون كر +ة ال+ قدم ب+ ال+ أحذي +ة ال+ رياضي +ة,ال+ لاعب +ون يلعب +ون كر +ة ال+ قدم ب+ ال+ أحذي +ة ال+ جبلي +ة,1
317,كان انعكاس +ه غير مرئي في ال+ مرآ +ة .,كان انعكاس +ه مرئي +ا في ال+ مرآ +ة,0
318,كان يأكل انمقانق ال+ مقلي +ة,كان يأكل ال+ ملعق +ة,1
319,سوف أعزف ال+ طاول +ة في ال+ صف غد +ا أمام ال+ طلاب,سوف أعزف ال+ جيتار في ال+ صف غد +ا أمام ال+ طلاب,0
320,مخرط +ة تستخدم ل+ تشكيل ال+ مواد .,ال+ مخرط +ة هي فقط ل+ صنع أرجل ال+ طاول +ة .,1
321,ال+ ماء هو مشروب بل +ون بني,ال+ قهو +ة مشروب ب+ ال+ لون ال+ بني,0
322,يستخدم ال+ ناس ال+ كمبيوتر ل+ كسب ال+ مال .,يستخدم ال+ كمبيوتر ال+ ناس ل+ كسب ال+ مال .,1
323,شرطي يحمل سيف +ا .,شرطي يحمل بندقي +ة .,0
324,يمكن ل+ ال+ ناس تجديف ال+ قوارب .,يمكن ل+ ال+ قوارب تجديف ال+ ناس .,1
325,تم بناء ال+ جسور ل+ جذب ال+ سياح,تم بناء ال+ جسور ل+ عبور ال+ أنهار,0
326,يضع ال+ مسامير على شطير +ة,يضع لحم ال+ خنزير على شطير +ة .,0
327,شيء تجد +ه في غرف +ة ال+ معيش +ة هو كرسي,شيء تجد +ه في غرف +ة ال+ معيش +ة هو ال+ فهد,1
328,ال+ ثعلب طائر,ال+ ثعلب حيوان,0
329,يضع ال+ مستحضر في ال+ سل +ة,يفرك ال+ مستحضر على ال+ سل +ة,1
330,من ال+ محتمل أن تواجه حادث سيار +ة على ال+ طريق,من ال+ محتمل أن تواجه حادث سيار +ة داخل ال+ منزل,1
331,لا أحد يريد ال+ عيش مع قط +ة,لا أحد يريد ال+ عيش مع ال+ فئران,0
332,قرأ خزان +ة في ال+ جدول,قرأ كتاب +ا في ال+ جدول,0
333,يطارد ال+ فأر ال+ صغير قط +ة رمادي +ة,ال+ قط ال+ رمادي يطارد فأر صغير بعيد +ا,0
334,ذهب +ت إلى ال+ مستشفى ل+ إجراء عملي +ة جراحي +ة .,ذهب +ت إلى متجر ال+ ملابس ل+ إجراء عملي +ة جراحي +ة .,1
335,تصدر لوح +ة ال+ مفاتيح صوت نقر عند كتاب +ت +ها .,تصدر لوح +ة ال+ مفاتيح صوت +ا رشيق +ا عند كتاب +ت +ها .,1
336,ال+ طباشير عنصر غذائي شائع في حفل +ات أعياد ال+ ميلاد .,ال+ كيك هو عنصر غذائي شائع في حفل +ات أعياد ال+ ميلاد .,0
337,ال+ مروح +ة هي كنغر صغير,جوي هو ال+ كنغر ال+ صغير,0
338,قاد سيار +ت +ه أسفل ال+ نهر .,قاد سيار +ت +ه في ال+ شارع .,0
339,ال+ سيار +ات لدي +ها عشر عجل +ات,ال+ سيار +ات لدي +ها أربع عجل +ات,0
340,نقر على شاش +ة ال+ كمبيوتر ب+ ال+ ماوس,نقر على شاش +ة ال+ كمبيوتر مع ال+ كلب,1
341,سوف تلد بعد شهر +ين من ال+ حمل,سوف تلد بعد 9 شهور من ال+ حمل,0
342,جواز ال+ سفر ضروري ل+ ال+ سفر من دول +ة إلى أخرى .,جواز ال+ سفر ضروري ل+ ال+ سفر من مطعم إلى آخر .,1
343,رائح +ة جوناثان سيئ +ة عندما تكون ال+ قمام +ة ال+ عضوي +ة قريب +ة,إن رائح +ة جوناثان جيد +ة عندما تكون ال+ قمام +ة ال+ عضوي +ة قريب +ة,1
344,سفين +ة ال+ فضاء هي وسيل +ة ل+ ال+ انتقال من جانب واحد إلى طريق ال+ ماء إلى جانب آخر .,ال+ نفق هو وسيل +ة ل+ ال+ انتقال من جانب إلى جانب فوق ال+ ماء .,0
345,اشترى هدي +ة ل+ جناز +ة صديق +ه,اشترى هدي +ة ل+ حفل زفاف صديق +ه,0
346,قام +ت ب+ وضع معجون ال+ أسنان على وجه +ها في ال+ صيف,قام +ت ب+ وضع واقي ال+ شمس على وجه +ها في ال+ صيف,0
347,سبع +ة أرباع تساوي واحد +ة كامل +ة .,أربع +ة أرباع تساوي واحد +ة كامل +ة .,0
348,تنمو ال+ هواتف على ال+ أشجار,ال+ تفاح ينمو على ال+ أشجار,0
349,يمكن محو ال+ علام +ة ال+ دائم +ة ب+ سهول +ة أكبر من ال+ تلوين,يمكن مسح قلم ال+ رصاص ب+ سهول +ة أكثر من قلم ال+ تلوين,0
350,من ال+ محتمل أن تدخل ال+ جامع +ة مع فشل +ها في ال+ امتحان ال+ تأهيل +ي,من ال+ محتمل أن تدخل ال+ جامع +ة مع اجتياز +ها في ال+ امتحان ال+ تأهيل +ي,0
351,اتصل ب+ زوج +ت +ه على قلم +ها,اتصل ب+ زوج +ت +ه على هاتف +ها ال+ نقال,0
352,وضع +ت ال+ قطار في ال+ سيار +ة .,وضع +ت كلب +ا في ال+ سيار +ة .,0
353,كان لوح ال+ صلب يطفو على ال+ بحير +ة,لوح ال+ خشب عائم على ال+ بحير +ة,0
354,قام ب+ تخزين ال+ أرز في محرك ال+ قلم,قام ب+ تخزين ملف +ات ال+ موسيقى في محرك ال+ قلم,0
355,يحتاج نبات ال+ ريحان إلى ال+ شمس و+ ال+ ماء و+ ال+ ترب +ة ل+ كي يزدهر .,يحتاج ال+ رضيع إلى ال+ شمس و+ ال+ ماء و+ ال+ ترب +ة ل+ كي يزدهر .,1
356,أركب النمر ل+ ال+ عمل كل يوم,أنا أقود سيار +ة ل+ ال+ عمل كل يوم,0
357,يمكن +ك استخدام حمام ال+ سباح +ة,يمكن +ك استخدام برك +ة ل+ وضع ال+ فيل,1
358,قاد ال+ شاحن +ة من قار +ة إلى قار +ة .,قاد +ت ال+ شاحن +ة على ال+ طريق ال+ سريع .,0
359,مشي +ت على ال+ أرض,أنا مشي +ت على ال+ ماء,1
360,هناك أربع +ة جبال حول ال+ طاول +ة,هناك أربع +ة مقاعد حول ال+ طاول +ة,0
361,ركب +ت ال+ نمل +ة ال+ دراج +ة .,ركب +ت ال+ فتا +ة ال+ دراج +ة .,0
362,نظر إلى ساع +ت +ه .,فحص ال+ وقت على حذائ +ه,1
363,حكم على ال+ مجرم ب+ سن +ت +ين في ال+ مكتب +ة .,حكم على ال+ مجرم ب+ ال+ سجن ل+ مد +ة عام +ين .,0
364,كان يسبح في حمام سباح +ة,كان يسبح في أرض,1
365,لدى بيل صديق +ين في بلجيكا,يمتلك بيل جزير +ت +ين في بلجيكا,1
366,ذهب وحيد ال+ قرن أسفل ال+ حفر +ة .,ذهب ال+ أرنب أسفل ال+ حفر +ة .,0
